1675408454754833306,1008.44116
1675408454854057056,1008.38086
1675408455054333098,1008.3827
1675408455255802056,1008.4098
1675408455455591066,1008.4331
1675408455654588097,1008.49634
1675408455855620702,1008.64404
1675408456054408358,1008.7418
1675408456255474868,1008.9404
1675408456454333514,1009.2893
1675408456654274920,1009.54297
1675408456855154712,1009.5853
1675408457054314659,1009.5703
1675408457254977211,1009.525
1675408457455202263,1009.50586
1675408457654400805,1009.5065
1675408457854723565,1009.4916
1675408458054082472,1009.5731
1675408458254709503,1012.46216
1675408458454522523,1017.9674
1675408458654691638,1022.8363
1675408458854629867,1027.5287
1675408459055214659,1031.678
1675408459254288929,1035.9545
1675408459455507888,1041.8938
1675408459654397419,1050.7285
1675408459855709763,1063.0698
1675408460054523304,1077.99
1675408460254744033,1093.3027
1675408460454636221,1106.3038
1675408460654323929,1115.0663
1675408460854557314,1119.9368
1675408461054558043,1123.1204
1675408461254580335,1126.9244
1675408461454831793,1132.3533
1675408461654833929,1137.3694
1675408461854873876,1142.611
1675408462054980022,1154.5541
1675408462254841480,1160.6544
1675408462454836845,1164.4342
1675408462654843564,1166.6893
1675408462854887157,1168.0251
1675408463054885074,1168.7668
1675408463254734084,1169.237
1675408463454543251,1169.6221
1675408463654776011,1169.9211
1675408463854607209,1170.167
1675408464054811271,1170.3411
1675408464254770803,1170.4575
1675408464454812105,1170.5573
1675408464654749292,1170.6675
1675408464855163823,1170.7556
1675408465054995646,1170.8184
1675408465256304917,1170.8679
1675408465454882469,1170.9423
1675408465654721062,1171.0304
1675408465854727208,1171.1243
1675408466054704291,1171.2124
1675408466254609083,1171.2798
1675408466455007364,1171.3502
1675408466654840489,1171.4152
1675408466854768770,1171.4675
1675408467054961218,1171.4912
1675408467255285749,1171.5093
1675408467454947468,1171.5273
1675408467655122364,1171.5602
1675408467856203770,1171.5764
1675408468056577207,1171.5929
1675408468254962468,1171.6034
1675408468455175332,1171.6086
1675408468655189447,1171.6206
1675408468855191895,1171.6263
1675408469055319603,1171.63
1675408469255316790,1171.6313
1675408469454985019,1171.6389
