1675402734251937168,16.157532,11.668396,-46.77887
1675402734452077949,16.519165,11.08551,-46.780396
1675402734653394460,15.9210205,11.434937,-47.14966
1675402734852455241,4.940796,10.127258,-49.501038
1675402735052637741,11.807251,-2.7816772,-42.48352
1675402735254109772,12.513733,-15.354919,-30.915833
1675402735452932480,14.561462,-4.322815,-39.076233
1675402735653459251,18.437195,4.9194336,-42.1875
1675402735860260709,18.226624,5.430603,-42.782593
1675402736053446595,12.710571,-7.270813,-36.92169
1675402736252469772,9.16748,-2.0462036,-41.65802
1675402736453203834,4.2648315,8.329773,-45.56427
1675402736655731178,-3.3493042,-1.1749268,-40.286255
1675402736855475709,-5.4351807,-6.575012,-35.757446
1675402737052803157,-10.394287,-4.725647,-34.924316
1675402737252316386,-7.2616577,-4.180908,-34.783936
1675402737452807271,-0.58135986,9.14917,-43.025208
1675402737655791750,1.9454956,7.296753,-42.959595
1675402737853842167,2.9052734,-7.1289062,-34.44214
1675402738055599406,-7.8948975,-13.68103,-25.212097
1675402738252714146,-14.584351,-4.623413,-30.00946
1675402738454173729,-20.506287,-3.9093018,-24.568176
1675402738652998781,-29.823303,-10.0112915,4.1259766
1675402738852276958,-15.301514,-22.712708,-6.260681
1675402739053835239,8.023071,-27.619934,-4.992676
1675402739252266906,-0.75531006,-26.185608,-2.5909424
1675402739452305760,2.2277832,-25.036621,4.9819946
1675402739652296177,-0.84228516,-23.348999,7.5195312
1675402739852421124,-7.029724,-24.281311,8.352661
1675402740052249301,-0.9475708,-36.57379,0.030517578
1675402740252436853,-4.5181274,-37.217712,-7.4645996
1675402740452604510,-12.5442505,-36.361694,-9.524536
1675402740652476228,-12.367249,-37.834167,-7.373047
1675402740852467687,-15.77301,-34.898376,-6.315613
1675402741052155291,-19.152832,-33.59375,-6.5307617
1675402741252444770,-17.385864,-33.09326,-6.83136
1675402741452524665,-10.429382,-36.509705,-6.3323975
1675402741652477686,-17.341614,-33.903503,-5.1239014
1675402741852877999,-17.720032,-33.68988,-3.1158447
1675402742052566071,-15.705872,-34.661865,-1.1154175
1675402742252538519,-15.319824,-34.65271,-2.9006958
1675402742453191540,-13.554382,-36.60431,-4.244995
1675402742652665550,-12.210083,-37.379456,-4.547119
1675402742852853780,-11.312866,-37.643433,-2.1728516
1675402743052398936,-11.759949,-37.28485,-1.2786865
1675402743252682113,-9.402466,-39.51111,0.19683838
1675402743452649196,-6.4605713,-40.23285,0.41046143
1675402743667597738,-7.2631836,-41.290283,3.012085
1675402743862691019,-7.7941895,-41.156006,5.168152
1675402744055852477,-7.7438354,-41.896057,5.6869507
1675402744274766539,-6.742859,-43.719482,7.019043
1675402744466285185,-3.9535522,-46.82312,7.1533203
1675402744653559768,-2.368164,-49.591064,6.7733765
1675402744853163206,-1.0223389,-52.668762,6.466675
1675402745053557633,-0.8178711,-55.781555,5.793762
1675402745260388570,0.048828125,-59.687805,5.1879883
1675402745465362320,0.2319336,-63.46588,5.255127
1675402745653688987,-2.7359009,-65.93323,5.332947
1675402745853338362,-7.0129395,-68.73474,7.495117
1675402746055363205,-11.993408,-69.77539,10.256958
1675402746253676434,-14.457703,-70.74432,10.632324
1675402746459605601,-14.317322,-71.18683,9.440613
1675402746652672736,-16.755676,-71.2616,10.784912
1675402746853752424,-19.252014,-70.89386,10.494995
1675402747054031330,-18.466187,-72.34955,12.495422
1675402747256628049,-16.778564,-74.22485,13.380432
1675402747453326538,-14.317322,-75.70648,12.77771
1675402747658536486,-12.52594,-76.690674,13.067627
1675402747855738778,-11.647034,-77.85339,11.727905
1675402748055346798,-12.283325,-76.46637,10.020447
1675402748255741746,-11.154175,-76.87378,9.350586
1675402748454288100,-10.33783,-77.66876,7.7835083
1675402748657948673,-10.484314,-77.45361,7.043457
1675402748853787475,-10.879517,-77.98309,7.4127197
1675402749063972163,-9.97467,-78.17993,7.1884155
1675402749255979767,-9.687805,-78.61328,8.078003
1675402749453571121,-9.457397,-78.681946,7.409668
1675402749653749350,-10.284424,-78.411865,7.1136475
1675402749853075496,-11.575317,-78.302,7.2647095
1675402750053429037,-13.381958,-77.915955,5.7113647
1675402750253862943,-13.983154,-77.78778,4.9697876
1675402750453487475,-13.804626,-76.89209,5.343628
1675402750654338777,-14.050293,-77.42157,5.342102
1675402750853702683,-14.353943,-77.35138,6.60553
1675402751055090339,-14.465332,-76.09558,5.8670044
1675402751253784766,-15.022278,-76.85394,6.387329
1675402751456312162,-14.99176,-75.886536,6.6864014
1675402751652961641,-14.875793,-76.997375,6.6085815
1675402751855121120,-15.922546,-76.51367,6.390381
1675402752054087370,-16.445923,-76.22986,6.689453
1675402752253886328,-15.153503,-76.11542,7.3547363
1675402752453629297,-14.952087,-76.92566,6.906128
1675402752653707942,-14.706421,-76.474,6.980896
1675402752855743984,-15.609741,-76.12915,7.131958
1675402753054505390,-15.32135,-76.5625,7.650757
1675402753253437057,-15.231323,-76.26648,6.7596436
1675402753454441848,-15.762329,-76.28479,6.0165405
1675402753653638046,-14.700317,-76.249695,6.906128
1675402753853854557,-14.393616,-76.164246,7.2036743
1675402754053319765,-14.706421,-76.54877,6.163025
1675402754253751640,-14.663696,-75.2121,5.795288
1675402754454226744,-13.633728,-76.216125,6.5322876
1675402754654789660,-13.1866455,-76.57623,6.2332153
1675402754854028567,-13.172913,-76.05438,6.60553
1675402755054071483,-13.026428,-76.27258,6.010437
1675402755253973358,-13.331604,-76.283264,6.3827515
1675402755454625858,-13.48114,-76.21307,6.236267
1675402755653860285,-12.565613,-76.18561,5.116272
1675402755854215650,-12.042236,-76.390076,6.2301636
1675402756053829504,-11.715698,-75.78735,4.9682617
1675402756257971170,-11.943054,-75.79651,4.374695
1675402756453951118,-11.26709,-76.14899,3.7780762
1675402756654101899,-11.125183,-76.36566,4.6676636
1675402756854840233,-10.75592,-76.72272,4.740906
1675402757055595232,-10.655212,-75.90332,4.7424316
1675402757254416482,-10.144043,-76.63269,3.6987305
1675402757454364243,-10.202026,-76.11389,3.9230347
1675402757655012941,-9.385681,-76.60828,4.4403076
1675402757854246899,-10.136414,-76.40991,3.4759521
1675402758055453305,-9.58252,-75.79956,2.9571533
1675402758255362992,-10.28595,-76.26343,4.2938232
1675402758456184086,-9.58252,-75.798035,3.1784058
1675402758655076065,-9.811401,-75.805664,3.7750244
1675402758853951221,-9.8098755,-75.80719,3.1799316
1675402759055710180,-9.5703125,-75.354004,3.4759521
1675402759253566482,-10.118103,-75.88806,3.1066895
1675402759455044190,-8.958435,-75.33569,3.1036377
1675402759653575909,-9.439087,-76.09253,2.2857666
1675402759857636221,-9.225464,-76.53198,2.8060913
1675402760054236690,-9.729004,-75.57831,3.8482666
1675402760254382315,-9.339905,-75.346375,3.2546997
1675402760454974971,-10.270691,-75.89111,3.8482666
1675402760654943825,-9.619141,-76.91345,3.0288696
1675402760853455491,-9.97467,-76.10626,3.9230347
1675402761054223773,-10.209656,-76.338196,4.144287
1675402761253577731,-9.362793,-76.01471,3.6987305
1675402761454732314,-10.202026,-76.11389,3.9230347
1675402761655314762,-10.264587,-75.59509,4.5928955
1675402761853650074,-9.439087,-75.94147,4.5166016
1675402762054377262,-10.035706,-75.58899,4.5181274
1675402762253734449,-10.353088,-76.0437,4.222107
1675402762454896949,-10.137939,-76.40839,4.071045
1675402762653731845,-9.922791,-76.77307,4.071045
1675402762854952678,-10.876465,-75.68817,5.1879883
1675402763054458511,-10.557556,-75.30823,4.5196533
1675402763254389136,-10.4904175,-75.527954,4.8171997
1675402763455133042,-10.635376,-75.38605,3.6270142
1675402763655392938,-10.203552,-76.11389,4.5166016
1675402763855307313,-10.745239,-76.42822,3.9978027
1675402764054904344,-10.275269,-76.042175,3.6254883
1675402764253830021,-10.214233,-76.486206,4.5166016
1675402764456123719,-10.418701,-75.8255,3.3309937
1675402764654681532,-9.986877,-76.47858,4.5166016
1675402764853894240,-10.035706,-75.58899,4.145813
1675402765054034396,-9.133911,-76.00708,3.4759521
1675402765253833042,-9.335327,-75.198364,3.326416
1675402765454654083,-9.57489,-75.57678,2.658081
1675402765653985177,-8.880615,-75.25787,3.7719727
1675402765853569708,-9.703064,-74.83826,3.3294678
1675402766054302312,-9.515381,-76.01929,3.4759521
1675402766253801219,-10.124207,-76.03607,3.8497925
1675402766453848250,-8.602905,-75.98877,3.994751
1675402766653638406,-8.81958,-75.70038,3.2531738
1675402766854287312,-9.580994,-75.72327,3.2531738
1675402767053824708,-8.882141,-75.25635,3.6972046
1675402767253866947,-8.721924,-75.105286,2.7328491
1675402767455253770,-9.107971,-75.190735,3.4759521
1675402767654459083,-9.440613,-76.09253,2.8045654
1675402767854221062,-8.52356,-75.91553,3.17688
1675402768055704499,-8.891296,-75.553894,3.17688
1675402768253738405,-7.8445435,-76.11694,3.2485962
1675402768453672416,-9.80835,-75.73242,2.8076172
1675402768654206374,-9.025574,-74.96338,3.8482666
1675402768854975072,-8.821106,-75.85144,2.1377563
1675402769054698926,-9.649658,-75.505066,3.4759521
1675402769255262884,-8.891296,-75.62866,2.9556274
1675402769455218665,-9.65271,-75.653076,3.0303955
1675402769658404342,-9.333801,-75.1236,3.477478
1675402769855178769,-9.979248,-76.33209,3.0303955
1675402770055291321,-8.963013,-75.48523,2.8793335
1675402770254112727,-9.274292,-75.64087,3.40271
1675402770454472102,-9.799194,-75.434875,3.1799316
1675402770653990852,-9.729004,-75.65613,2.8839111
1675402770854043248,-9.828186,-76.32599,3.401184
1675402771053923925,-9.09729,-74.816895,4.220581
1675402771253905696,-10.137939,-76.483154,3.8482666
1675402771457255644,-9.817505,-75.9552,3.552246
1675402771654180071,-8.522034,-75.91705,2.583313
1675402771854304550,-9.655762,-75.72632,3.327942
1675402772053986477,-9.3307495,-74.97406,4.220581
1675402772254221789,-9.062195,-76.153564,3.0273438
1675402772453977049,-9.062195,-76.0788,3.3996582
1675402772655206268,-8.595276,-75.842285,2.8808594
1675402772854350903,-8.676147,-75.920105,3.7734985
1675402773054151112,-9.223938,-76.38092,4.4403076
1675402773254129810,-8.833313,-76.14746,3.3233643
1675402773454403560,-10.369873,-76.56555,3.552246
1675402773654138351,-9.6710205,-76.171875,3.9215088
1675402773854190278,-8.837891,-76.2207,3.6956787
1675402774054485434,-9.655762,-75.72632,3.1784058
1675402774256682101,-9.657288,-75.72632,3.6239624
1675402774454262622,-9.642029,-75.279236,3.9230347
1675402774654225903,-9.112549,-75.338745,3.8467407
1675402774854293246,-10.415649,-75.59967,4.296875
1675402775054192517,-9.867859,-75.138855,4.222107
1675402775254458298,-10.03418,-75.58899,3.8497925
1675402775454236528,-9.506226,-75.79651,2.9571533
1675402775654244184,-10.513306,-76.27106,3.9978027
1675402775854355694,-10.946655,-75.54321,4.296875
1675402776054407934,-10.357666,-76.19476,3.552246
1675402776255398923,-10.871887,-75.6897,3.8497925
1675402776454554704,-10.266113,-75.7431,3.8482666
1675402776654622985,-10.493469,-75.67749,4.222107
1675402776854303089,-11.116028,-76.21765,3.3294678
1675402777054431996,-10.955811,-75.84076,4.1488647
1675402777254428818,-10.644531,-75.68359,3.6270142
1675402777454534339,-10.574341,-75.83008,4.147339
1675402777654556162,-10.722351,-75.75836,3.9260864
1675402777854713610,-10.18219,-75.44556,4.5181274
1675402778055220381,-10.417175,-75.59967,4.222107
1675402778254576162,-10.057068,-76.182556,5.4092407
1675402778454437672,-10.374451,-76.638794,4.370117
1675402778654484964,-10.429382,-75.97046,4.7424316
1675402778854505693,-10.122681,-75.88501,4.7424316
1675402779054758037,-10.189819,-75.59204,5.2597046
1675402779255197047,-9.971619,-75.95825,4.2938232
1675402779454600380,-10.890198,-76.21002,3.8482666
1675402779654748974,-9.655762,-75.65155,4.144287
1675402779855563088,-10.604858,-76.71814,4.740906
1675402780054622099,-10.429382,-76.04523,3.8497925
1675402780255604234,-9.754944,-76.24664,5.1849365
1675402780456435901,-10.247803,-75.149536,3.9993286
1675402780655430588,-10.897827,-76.4328,3.9978027
1675402780856214650,-10.269165,-75.89264,3.1066895
1675402781056393869,-10.284424,-76.26343,4.3685913
1675402781254990171,-10.580444,-75.97809,4.147339
1675402781455726681,-10.586548,-76.1261,4.6661377
1675402781654690223,-10.18219,-75.44556,3.9978027
1675402781855322827,-10.191345,-75.74158,4.145813
1675402782054747723,-9.674072,-76.171875,4.663086
1675402782255628504,-10.115051,-75.66528,4.6661377
1675402782454827306,-10.800171,-75.83618,3.7765503
1675402782654921889,-10.194397,-75.81482,5.1116943
1675402782855484910,-10.066223,-76.55487,4.5166016
1675402783054756941,-9.191895,-75.34027,4.5913696
1675402783255121472,-10.813904,-76.20697,4.370117
1675402783454946316,-10.128784,-76.11084,4.219055
1675402783654967774,-9.716797,-75.20752,3.8497925
1675402783855951785,-10.20813,-76.338196,3.7734985
1675402784055574493,-10.215759,-76.486206,4.664612
1675402784255799128,-10.140991,-76.483154,4.5913696
1675402784456444597,-10.067749,-76.55487,4.664612
1675402784655984961,-9.654236,-75.57678,4.219055
1675402784855180274,-9.812927,-75.727844,5.1116943
1675402785056500013,-10.945129,-75.468445,4.521179
1675402785256310118,-9.439087,-75.94147,4.144287
1675402785456465430,-9.811401,-75.6546,5.2597046
1675402785655320378,-10.879517,-75.76141,5.3359985
1675402785866071940,-9.829712,-76.32599,4.2938232
1675402786061115065,-10.662842,-76.20239,4.220581
1675402786259797513,-10.6033325,-76.64642,4.6661377
1675402786465739075,-10.069275,-76.62964,4.3685913
1675402786657610898,-10.110474,-75.51575,4.814148
1675402786867777461,-11.022949,-75.546265,4.5959473
1675402787057641888,-10.055542,-76.10779,5.2597046
1675402787266097669,-10.757446,-76.80054,4.4433594
1675402787467946419,-10.739136,-76.20392,4.888916
1675402787655042460,-10.3012085,-76.78375,4.219055
1675402787855438762,-10.733032,-75.98114,4.7424316
1675402788055185221,-10.516357,-76.42059,3.8482666
1675402788255265481,-10.220337,-76.55792,5.2581787
1675402788455298189,-9.886169,-75.65918,4.5928955
1675402788655045377,-9.90448,-76.25275,4.219055
1675402788858392043,-9.832764,-76.32446,5.2581787
1675402789059149856,-9.342957,-75.34485,3.8467407
1675402789258013970,-9.208679,-75.93689,3.5507202
1675402789457013658,-10.276794,-76.04065,3.8497925
1675402789661618241,-9.660339,-75.80109,4.144287
1675402789859604387,-9.877014,-75.36163,4.295349
1675402790058762772,-9.965515,-75.81024,4.295349
1675402790258709907,-9.3811035,-76.53351,4.2175293
1675402790455642147,-9.762573,-76.61896,3.8467407
1675402790661332720,-9.890747,-75.883484,3.7002563
1675402790858762980,-9.757996,-76.47095,4.4418335
1675402791061013761,-9.727478,-75.505066,4.370117
1675402791260282355,-9.378052,-76.460266,4.4403076
1675402791455489542,-9.971619,-75.95825,4.5181274
1675402791660076521,-9.75647,-76.39618,4.4418335
1675402791856569907,-9.757996,-76.47095,4.219055
1675402792056028552,-9.889221,-75.73242,4.072571
1675402792256215479,-9.609985,-76.53961,4.5150757
1675402792456253761,-10.198975,-75.96588,4.295349
1675402792655456677,-10.592651,-76.34735,4.740906
1675402792855331052,-11.054993,-76.58539,4.222107
1675402793056203865,-10.8932495,-76.13373,5.2597046
1675402793255473239,-11.061096,-76.80817,3.8513184
1675402793455314906,-10.418701,-75.59967,4.6676636
1675402793656869021,-10.169983,-75.07477,4.296875
